,Friday_Evening_Presence_Rate,Overtime_Days_8.5h,Avg_Daily_Hours,TotalWorkingYears,YearsWithCurrManager,Overtime_Days_10h,YearsAtCompany,Early_Leave_Rate,JobSatisfaction,EnvironmentSatisfaction,JobRole,Department,BusinessTravel,Age_Group,Attrition
23,0.0,0,6.8070052800734615,10.0,6,0,20,0.285140562248996,3.0,2.0,Manufacturing Director,Research & Development,1,36-45,No
24,0.0,0,7.093167388167388,10.0,9,0,10,0.08433734939759036,4.0,2.0,Laboratory Technician,Research & Development,2,26-35,No
25,0.1724137931034483,240,9.362002074688798,12.0,8,2,10,0.0,4.0,2.0,Research Scientist,Research & Development,1,>45,No
26,0.17624521072796934,239,10.977123430962344,5.0,3,239,5,0.0,1.0,1.0,Manager,Research & Development,2,26-35,No
27,0.038314176245210725,0,7.604444444444445,17.0,7,0,17,0.008032128514056224,4.0,4.0,Research Scientist,Sales,1,36-45,No
28,0.17624521072796934,243,10.97758573388203,19.0,0,243,1,0.0,3.0,4.0,Research Scientist,Research & Development,2,36-45,Yes
29,0.0,0,6.8312753623188405,10.0,2,0,2,0.22088353413654618,4.0,4.0,Manager,Sales,1,36-45,No
30,0.18007662835249041,238,10.109408263305323,5.0,2,146,3,0.0,2.0,1.0,Research Scientist,Research & Development,1,26-35,Yes
31,0.0,0,6.709665977961433,5.0,2,0,5,0.3413654618473896,4.0,4.0,Human Resources,Research & Development,1,26-35,No
32,0.1685823754789272,234,10.518214624881292,22.0,2,223,3,0.0,1.0,3.0,Research Scientist,Research & Development,2,>45,No
33,0.0,0,6.182887517146776,10.0,7,0,8,0.7911646586345381,2.0,3.0,Sales Executive,Sales,1,36-45,No
34,0.0,0,6.586388888888888,2.0,2,0,2,0.357429718875502,2.0,4.0,Sales Executive,Research & Development,2,26-35,No
35,0.17624521072796934,232,10.272241379310346,8.0,4,190,8,0.0,4.0,4.0,Manager,Research & Development,1,26-35,Yes
36,0.17624521072796934,242,9.982733011937558,4.0,2,120,4,0.0,4.0,2.0,Laboratory Technician,Sales,2,36-45,No
37,0.0,0,5.979567632850242,23.0,8,0,20,0.8393574297188755,2.0,3.0,Research Director,Sales,2,36-45,No
38,0.0,0,6.775967939304944,0.0,0,0,0,0.2248995983935743,3.0,3.0,Sales Executive,Research & Development,1,<25,Yes
39,0.05747126436781609,2,7.690160390516039,12.0,9,0,11,0.0,2.0,3.0,Laboratory Technician,Sales,1,36-45,No
40,0.0038314176245210726,0,7.204732468123862,4.0,0,0,1,0.040160642570281124,3.0,3.0,Sales Executive,Research & Development,2,36-45,No
41,0.03065134099616858,0,7.594769503546099,13.0,2,0,4,0.004016064257028112,2.0,4.0,Laboratory Technician,Research & Development,1,>45,No
42,0.0,0,6.95264233241506,22.0,4,0,22,0.11646586345381527,2.0,4.0,Laboratory Technician,Research & Development,1,36-45,No
43,0.0,0,7.008878472222222,0.0,0,0,0,0.1285140562248996,3.0,4.0,Research Scientist,Sales,1,<25,No
44,0.0,0,7.201573315118397,9.0,7,0,8,0.03614457831325301,1.0,2.0,Sales Representative,Research & Development,1,26-35,No
45,0.007662835249042145,0,7.1728749999999994,10.0,7,0,8,0.04819277108433735,4.0,2.0,Manufacturing Director,Research & Development,1,26-35,No
46,0.02681992337164751,0,7.636801418439717,19.0,7,0,18,0.0,4.0,3.0,Human Resources,Sales,1,36-45,No
47,0.07662835249042145,3,7.83278129395218,11.0,8,0,9,0.0,2.0,2.0,Sales Executive,Research & Development,0,36-45,No
48,0.0,0,6.974765051395007,13.0,8,0,13,0.11244979919678715,3.0,4.0,Laboratory Technician,Sales,1,26-35,No
49,0.0,0,6.906424220272905,19.0,1,0,10,0.14859437751004015,2.0,1.0,Research Scientist,Research & Development,1,36-45,No
50,0.18007662835249041,242,10.895463728191,12.0,2,241,5,0.0,3.0,4.0,Manufacturing Director,Research & Development,0,>45,No
51,0.17624521072796934,235,9.125665729020158,6.0,3,0,5,0.0,4.0,3.0,Research Scientist,Research & Development,1,26-35,No
52,0.0,0,6.831459786145978,9.0,0,0,2,0.2248995983935743,1.0,1.0,Sales Executive,Sales,1,26-35,No
53,0.019157088122605363,0,7.3160499058380415,24.0,11,0,24,0.024096385542168676,1.0,1.0,Sales Executive,Research & Development,2,>45,No
54,0.1724137931034483,162,8.610798041894354,3.0,2,0,2,0.0,4.0,3.0,Research Scientist,Sales,1,26-35,No
55,0.0,0,6.784845288326301,12.0,8,0,10,0.23694779116465864,2.0,4.0,Research Director,Research & Development,2,26-35,No
56,0.1839080459770115,245,10.986099773242628,21.0,10,245,21,0.0,1.0,3.0,Sales Executive,Sales,1,36-45,No
57,0.034482758620689655,1,7.68658467939305,9.0,7,0,8,0.0,4.0,3.0,Research Scientist,Research & Development,2,36-45,No
58,0.17624521072796934,243,9.948856881572931,25.0,7,109,7,0.0,3.0,3.0,Manufacturing Director,Research & Development,1,>45,No
59,0.04980842911877394,8,7.9055276615527665,11.0,7,0,8,0.0,2.0,3.0,Research Scientist,Research & Development,1,>45,Yes
60,0.17624521072796934,244,10.672414617486337,4.0,2,243,4,0.0,2.0,3.0,Research Scientist,Research & Development,1,26-35,No
61,0.17624521072796934,239,10.496171548117156,13.0,9,230,13,0.0,2.0,3.0,Research Scientist,Research & Development,1,26-35,No
62,0.16475095785440613,231,10.069261664261665,5.0,4,135,5,0.0,3.0,4.0,Research Director,Research & Development,1,26-35,No
63,0.0,0,6.607014174668495,13.0,7,0,7,0.39357429718875503,4.0,4.0,Healthcare Representative,Sales,1,26-35,No
64,0.019157088122605363,0,7.497914908579466,10.0,7,0,7,0.004016064257028112,4.0,1.0,Healthcare Representative,Research & Development,1,26-35,No
65,0.1839080459770115,247,10.727235717498877,5.0,2,245,3,0.0,4.0,1.0,Sales Executive,Research & Development,1,26-35,Yes
66,0.0,0,6.184816810344828,11.0,9,0,10,0.7228915662650602,4.0,4.0,Research Director,Research & Development,1,26-35,No
67,0.0,0,6.609300048947627,10.0,9,0,10,0.37349397590361444,3.0,3.0,Manager,Research & Development,2,26-35,No
68,0.0,0,6.07624634502924,21.0,3,0,21,0.7590361445783133,4.0,3.0,Research Scientist,Research & Development,2,36-45,No
69,0.1839080459770115,246,9.971745709123757,12.0,0,108,1,0.0,3.0,4.0,Laboratory Technician,Research & Development,1,36-45,Yes
70,0.011494252873563218,0,7.42145202020202,9.0,1,0,7,0.01606425702811245,4.0,2.0,Research Scientist,Sales,2,26-35,No
71,0.0,0,6.493810013717422,21.0,1,0,3,0.4859437751004016,3.0,4.0,Healthcare Representative,Research & Development,1,>45,No
72,0.0,0,6.299470449172577,9.0,0,0,9,0.6104417670682731,3.0,3.0,Research Director,Research & Development,2,36-45,No
73,0.16475095785440613,230,9.316973304473304,6.0,4,3,5,0.0,2.0,3.0,Research Director,Research & Development,0,26-35,No
74,0.0,0,6.097862787356322,20.0,3,0,4,0.7269076305220884,3.0,4.0,Research Scientist,Research & Development,2,>45,No
75,0.0,0,7.217327264239029,10.0,0,0,1,0.028112449799196786,1.0,3.0,Manager,Research & Development,1,36-45,No
76,0.0,0,7.100070018365472,12.0,8,0,10,0.0642570281124498,4.0,4.0,Sales Executive,Sales,1,>45,No
77,0.1724137931034483,231,9.914107744107746,6.0,2,84,4,0.0,4.0,2.0,Research Scientist,Research & Development,1,36-45,No
78,0.16475095785440613,230,10.477788647342997,7.0,7,215,7,0.0,1.0,2.0,Research Scientist,Research & Development,1,26-35,Yes
79,0.0,0,6.906938633193863,4.0,2,0,3,0.14457831325301204,4.0,2.0,Sales Representative,Human Resources,1,26-35,No
80,0.02681992337164751,0,7.58909243295019,10.0,2,0,10,0.004016064257028112,3.0,4.0,Research Scientist,Research & Development,1,26-35,No
81,0.0,0,6.079724499089253,8.0,7,0,8,0.8032128514056225,2.0,2.0,Manager,Research & Development,1,26-35,No
82,0.0,0,6.001112288135593,8.0,4,0,6,0.8554216867469879,4.0,4.0,Healthcare Representative,Sales,1,36-45,No
83,0.1724137931034483,231,8.983123278236915,12.0,9,0,11,0.0,4.0,3.0,Laboratory Technician,Research & Development,1,36-45,No
84,0.1724137931034483,238,10.426184640522877,11.0,10,215,11,0.0,4.0,3.0,Manager,Research & Development,1,26-35,No
85,0.1532567049808429,93,8.387526183970857,7.0,7,0,7,0.0,2.0,4.0,Sales Executive,Research & Development,1,26-35,No
86,0.06513409961685823,5,7.9120386266094425,17.0,13,0,16,0.0,2.0,3.0,Manager,Sales,1,36-45,No
87,0.007662835249042145,0,7.105291842475386,4.0,2,0,4,0.05622489959839357,4.0,3.0,Manufacturing Director,Research & Development,1,<25,No
88,0.17624521072796934,239,9.688633193863318,8.0,2,27,5,0.0,2.0,4.0,Laboratory Technician,Research & Development,1,36-45,No
89,0.04980842911877394,2,7.770347512784752,5.0,0,0,0,0.004016064257028112,3.0,2.0,Laboratory Technician,Sales,2,>45,No
90,0.0,0,6.284280356305673,16.0,0,0,1,0.6706827309236948,4.0,1.0,Manager,Research & Development,1,36-45,No
91,0.0,0,6.306108726752504,4.0,2,0,4,0.6104417670682731,3.0,4.0,Human Resources,Sales,0,26-35,No
92,0.16475095785440613,190,8.831585038986356,4.0,0,0,3,0.0,3.0,3.0,Research Scientist,Sales,1,36-45,No
93,0.05747126436781609,1,7.722377344877344,8.0,7,0,8,0.0,2.0,3.0,Research Scientist,Research & Development,1,26-35,No
94,0.0038314176245210726,0,7.317479732951836,15.0,0,0,0,0.024096385542168676,3.0,1.0,Sales Executive,Sales,1,>45,No
95,0.1839080459770115,247,10.798262483130904,13.0,7,244,7,0.0,1.0,3.0,Manufacturing Director,Research & Development,1,36-45,No
96,0.18007662835249041,245,10.40136394557823,4.0,2,222,2,0.0,3.0,4.0,Healthcare Representative,Sales,0,26-35,No
97,0.0,0,5.994326703246457,8.0,7,0,8,0.8835341365461847,3.0,3.0,Laboratory Technician,Sales,1,26-35,No
98,0.0,0,6.113110181311018,14.0,0,0,1,0.7791164658634538,4.0,1.0,Laboratory Technician,Sales,1,36-45,No
99,0.11877394636015326,22,8.133578096539162,3.0,2,0,3,0.0,2.0,1.0,Manufacturing Director,Research & Development,2,<25,Yes
100,0.011494252873563218,0,7.306164990421457,7.0,0,0,1,0.024096385542168676,4.0,4.0,Laboratory Technician,Human Resources,0,36-45,No
101,0.0,0,7.105030345471522,16.0,12,0,13,0.07630522088353414,4.0,1.0,Research Scientist,Research & Development,2,36-45,No
102,0.0,0,6.327729314420803,15.0,2,0,3,0.6265060240963856,3.0,4.0,Research Scientist,Research & Development,1,>45,No
103,0.11877394636015326,24,8.1285121602289,10.0,7,0,7,0.0,3.0,4.0,Sales Executive,Research & Development,1,36-45,No
104,0.07662835249042145,9,7.98643255701116,3.0,2,0,3,0.0,4.0,1.0,Manager,Research & Development,0,<25,No
105,0.1685823754789272,231,10.509096921596921,1.0,0,221,1,0.0,3.0,4.0,Manager,Human Resources,1,26-35,Yes
106,0.08812260536398467,11,7.9932840307840305,17.0,3,0,5,0.0,1.0,3.0,Research Scientist,Research & Development,1,36-45,No
107,0.0,0,6.103653752436647,7.0,0,0,1,0.7911646586345381,3.0,3.0,Laboratory Technician,Sales,0,>45,No
108,0.019157088122605363,0,7.587908917501192,8.0,7,0,8,0.0,2.0,1.0,Research Scientist,Research & Development,2,36-45,Yes
109,0.0,0,6.890321256038647,20.0,3,0,4,0.1566265060240964,4.0,4.0,Laboratory Technician,Research & Development,1,>45,No
110,0.1839080459770115,234,9.295999525166192,8.0,0,4,6,0.0,3.0,3.0,Healthcare Representative,Research & Development,1,36-45,Yes
111,0.18007662835249041,246,10.806078364950316,3.0,2,246,2,0.0,2.0,3.0,Human Resources,Research & Development,1,26-35,No
112,0.0,0,5.995219806763284,1.0,0,0,1,0.8232931726907631,2.0,3.0,Laboratory Technician,Human Resources,1,<25,Yes
113,0.06513409961685823,1,7.788609977324264,6.0,2,0,3,0.004016064257028112,4.0,4.0,Research Director,Research & Development,1,26-35,No
114,0.038314176245210725,0,7.71770715630885,10.0,0,0,1,0.0,2.0,3.0,Sales Executive,Research & Development,1,36-45,No
115,0.0,0,6.189450379867046,5.0,4,0,5,0.7429718875502008,2.0,4.0,Sales Executive,Sales,1,26-35,No
116,0.007662835249042145,0,7.120614224137931,7.0,7,0,7,0.0963855421686747,4.0,2.0,Manager,Research & Development,1,26-35,No
117,0.0421455938697318,0,7.825193287037036,26.0,0,0,5,0.0,3.0,2.0,Manufacturing Director,Sales,1,>45,No
118,0.03065134099616858,0,7.619401803118908,18.0,7,0,7,0.004016064257028112,4.0,3.0,Sales Executive,Research & Development,1,>45,No
119,0.0,0,6.002463200379866,6.0,2,0,2,0.8634538152610441,3.0,4.0,Sales Executive,Sales,1,36-45,No
120,0.18007662835249041,232,9.11312647754137,9.0,4,0,5,0.0,4.0,1.0,Sales Representative,Research & Development,0,26-35,Yes
121,0.1724137931034483,173,8.684139595103577,30.0,2,0,5,0.0,4.0,3.0,Laboratory Technician,Sales,1,>45,No
122,0.16091954022988506,230,9.993131642512077,5.0,3,114,5,0.0,3.0,4.0,Manager,Research & Development,1,<25,No
123,0.0,0,6.900539923039923,1.0,0,0,1,0.14056224899598393,2.0,3.0,Manager,Research & Development,1,26-35,No
124,0.0,0,6.99935763888889,7.0,4,0,6,0.11646586345381527,3.0,3.0,Manager,Sales,2,26-35,Yes
125,0.0,0,6.2862301587301594,2.0,2,0,2,0.6746987951807228,2.0,1.0,Research Scientist,Research & Development,1,<25,No
126,0.0,0,6.3661511299435025,10.0,0,0,10,0.6305220883534136,3.0,2.0,Healthcare Representative,Research & Development,1,36-45,No
127,0.09578544061302682,32,8.19166087962963,3.0,0,0,1,0.0,4.0,3.0,Research Scientist,Sales,2,26-35,Yes
128,0.0,0,6.4520891203703705,18.0,17,0,18,0.4899598393574297,1.0,4.0,Sales Executive,Research & Development,1,36-45,No
129,0.0,0,6.682986714975844,8.0,3,0,5,0.2891566265060241,2.0,4.0,Research Scientist,Research & Development,1,36-45,No
130,0.019157088122605363,0,7.4826477541371155,8.0,2,0,5,0.012048192771084338,1.0,2.0,Manager,Research & Development,1,36-45,No
131,0.18007662835249041,245,9.920131519274378,18.0,1,91,1,0.0,2.0,3.0,Sales Executive,Sales,1,36-45,No
132,0.019157088122605363,0,7.415638297872341,25.0,9,0,25,0.008032128514056224,2.0,1.0,Sales Executive,Sales,1,36-45,No
133,0.01532567049808429,0,7.4953384687208215,20.0,0,0,1,0.004016064257028112,3.0,2.0,Laboratory Technician,Sales,1,36-45,No
134,0.0,0,5.998969652471855,24.0,2,0,4,0.8152610441767069,1.0,1.0,Manufacturing Director,Human Resources,1,>45,No
135,0.0,0,6.85954534662868,6.0,2,0,3,0.15261044176706828,3.0,3.0,Laboratory Technician,Research & Development,0,26-35,No
136,0.0,0,6.131909722222222,13.0,12,0,13,0.7590361445783133,1.0,2.0,Sales Executive,Research & Development,1,26-35,No
137,0.04597701149425287,1,7.67480543318649,10.0,2,0,3,0.0,4.0,4.0,Manufacturing Director,Sales,2,36-45,No
138,0.1724137931034483,217,8.878969421101775,8.0,2,0,5,0.0,3.0,3.0,Sales Representative,Sales,1,36-45,No
139,0.17624521072796934,232,10.895845306513408,5.0,3,232,5,0.0,4.0,2.0,Manufacturing Director,Human Resources,1,26-35,No
140,0.18007662835249041,233,10.692001669051026,15.0,7,232,13,0.0,3.0,2.0,Laboratory Technician,Research & Development,0,36-45,No
141,0.007662835249042145,0,7.060316091954023,4.0,2,0,4,0.05220883534136546,1.0,4.0,Laboratory Technician,Research & Development,1,26-35,No
142,0.18007662835249041,235,9.009179138321995,21.0,6,0,21,0.0,3.0,2.0,Sales Executive,Research & Development,2,36-45,No
143,0.011494252873563218,0,7.420447466294746,36.0,7,0,7,0.01606425702811245,1.0,3.0,Sales Executive,Research & Development,2,>45,No
144,0.03065134099616858,0,7.585973922902495,6.0,4,0,5,0.004016064257028112,3.0,2.0,Manufacturing Director,Sales,1,26-35,No
145,0.0,0,6.624136698939603,10.0,7,0,10,0.39759036144578314,1.0,2.0,Research Scientist,Research & Development,1,36-45,No
146,0.0,0,6.192764830508475,10.0,8,0,10,0.7309236947791165,1.0,3.0,Healthcare Representative,Research & Development,1,26-35,No
147,0.0,0,6.472303436911488,6.0,2,0,2,0.5060240963855421,1.0,1.0,Laboratory Technician,Research & Development,1,26-35,Yes
148,0.13793103448275862,43,8.195051440329218,28.0,4,0,5,0.0,3.0,4.0,Sales Representative,Research & Development,1,>45,No
149,0.0,0,6.787695733708392,8.0,2,0,2,0.20481927710843373,4.0,1.0,Sales Executive,Research & Development,1,>45,No
150,0.007662835249042145,0,7.302139479905438,31.0,4,0,5,0.024096385542168676,4.0,4.0,Research Scientist,Research & Development,1,>45,No
151,0.0,0,6.822407010014305,19.0,2,0,5,0.21285140562248997,3.0,1.0,Healthcare Representative,Sales,2,36-45,No
152,0.007662835249042145,0,7.322458937198068,11.0,2,0,5,0.012048192771084338,4.0,3.0,Sales Executive,Sales,1,26-35,No
153,0.0,0,6.164361829501916,33.0,10,0,29,0.7309236947791165,1.0,1.0,Manufacturing Director,Research & Development,1,>45,No
154,0.011494252873563218,1,7.610284810126583,19.0,8,0,10,0.0,3.0,3.0,Sales Executive,Sales,1,>45,No
155,0.0,0,6.5951353874883285,7.0,4,0,6,0.39357429718875503,4.0,4.0,Sales Executive,Research & Development,2,36-45,No
156,0.17624521072796934,236,10.648925376647835,6.0,4,234,5,0.0,2.0,1.0,Research Scientist,Research & Development,1,<25,Yes
157,0.0,0,6.20442731277533,3.0,0,0,2,0.6987951807228916,3.0,4.0,Research Scientist,Research & Development,2,26-35,Yes
158,0.1685823754789272,150,8.591902250351618,1.0,0,0,1,0.0,4.0,4.0,Sales Executive,Sales,2,36-45,No
159,0.0,0,6.001353864734299,21.0,12,0,20,0.8273092369477911,3.0,3.0,Sales Executive,Sales,1,36-45,No
160,0.0,0,6.281751101321586,3.0,2,0,3,0.6385542168674698,4.0,1.0,Healthcare Representative,Research & Development,1,26-35,No
161,0.07279693486590039,7,7.9055698005698,9.0,4,0,5,0.0,4.0,3.0,Sales Executive,Research & Development,0,26-35,No
162,0.007662835249042145,0,7.175699035812673,10.0,7,0,10,0.0321285140562249,3.0,2.0,Manufacturing Director,Research & Development,1,26-35,No
163,0.0,0,6.651255274261604,6.0,1,0,2,0.30522088353413657,2.0,3.0,Research Scientist,Research & Development,1,26-35,Yes
164,0.09578544061302682,6,7.906068376068376,1.0,0,0,1,0.0,4.0,1.0,Sales Executive,Research & Development,1,<25,Yes
165,0.0,0,6.718815667131567,10.0,8,0,9,0.27710843373493976,1.0,3.0,Research Scientist,Research & Development,0,26-35,No
166,0.0,0,6.290588023088023,32.0,0,0,1,0.6265060240963856,4.0,1.0,Research Scientist,Research & Development,1,>45,No
167,0.0038314176245210726,0,7.178114997713763,28.0,7,0,27,0.040160642570281124,3.0,2.0,Manager,Sales,1,>45,No
168,0.0,0,6.286431712962963,12.0,7,0,11,0.6586345381526104,4.0,3.0,Laboratory Technician,Sales,0,26-35,No
169,0.007662835249042145,0,7.217978595478596,22.0,11,0,18,0.028112449799196786,1.0,3.0,Laboratory Technician,Research & Development,2,>45,No
170,0.05363984674329502,1,7.809089371980676,20.0,4,0,5,0.0,4.0,1.0,Manufacturing Director,Research & Development,1,>45,No
171,0.0,0,6.805152662993573,26.0,1,0,3,0.24899598393574296,3.0,1.0,Laboratory Technician,Sales,1,>45,No
172,0.0,0,6.484045584045584,6.0,3,0,5,0.5060240963855421,3.0,4.0,Laboratory Technician,Research & Development,1,36-45,No
173,0.038314176245210725,1,7.651214845550945,19.0,0,0,1,0.004016064257028112,3.0,3.0,Human Resources,Research & Development,1,>45,No
174,0.02681992337164751,0,7.585962725546059,14.0,7,0,7,0.0,3.0,4.0,Laboratory Technician,Sales,1,26-35,No
175,0.18007662835249041,234,9.179540598290597,15.0,2,1,3,0.0,4.0,3.0,Healthcare Representative,Research & Development,1,>45,No
176,0.0,0,6.378153248587569,13.0,8,0,13,0.6024096385542169,2.0,3.0,Research Director,Research & Development,1,26-35,No
177,0.16475095785440613,105,8.47764719848053,15.0,7,0,7,0.0,3.0,2.0,Research Director,Research & Development,1,26-35,Yes
178,0.0,0,6.9651218123861565,8.0,3,0,4,0.1606425702811245,4.0,1.0,Research Director,Sales,1,26-35,Yes
179,0.0,0,6.474620792992162,4.0,2,0,3,0.5261044176706827,2.0,4.0,Sales Executive,Research & Development,1,26-35,No
180,0.1685823754789272,219,8.876004361799817,10.0,0,0,8,0.0,3.0,4.0,Sales Representative,Research & Development,1,36-45,No
181,0.0,0,6.58834186159844,12.0,0,0,1,0.3453815261044177,3.0,1.0,Sales Executive,Research & Development,2,26-35,Yes
182,0.18007662835249041,237,10.995573136427566,11.0,2,237,3,0.0,1.0,2.0,Research Director,Sales,2,26-35,Yes
183,0.04597701149425287,2,7.810652071563088,8.0,0,0,2,0.0,3.0,2.0,Research Scientist,Research & Development,2,36-45,No
184,0.0,0,7.22925660291439,10.0,7,0,10,0.020080321285140562,4.0,2.0,Research Scientist,Research & Development,0,36-45,No
185,0.0,0,6.419389838556505,4.0,2,0,2,0.5261044176706827,3.0,3.0,Laboratory Technician,Research & Development,2,<25,Yes
186,0.0,0,6.779623617123617,14.0,7,0,9,0.22088353413654618,4.0,2.0,Laboratory Technician,Research & Development,1,>45,No
187,0.01532567049808429,0,7.390809591642925,37.0,7,0,10,0.0,2.0,1.0,Sales Executive,Research & Development,1,>45,No
188,0.0,0,6.192049516908213,16.0,10,0,14,0.7108433734939759,4.0,4.0,Research Scientist,Research & Development,0,36-45,No
189,0.0,0,6.0146602288984266,15.0,9,0,11,0.8032128514056225,3.0,2.0,Sales Representative,Research & Development,1,36-45,No
190,0.0,0,7.3010291438979955,22.0,13,0,20,0.020080321285140562,3.0,2.0,Laboratory Technician,Research & Development,1,36-45,No
191,0.0,0,7.061997245179064,8.0,7,0,8,0.13253012048192772,3.0,3.0,Research Scientist,Research & Development,2,36-45,No
192,0.17624521072796934,190,8.724735996326904,10.0,5,0,6,0.0,4.0,2.0,Research Director,Research & Development,1,26-35,No
193,0.1724137931034483,236,10.807604755178907,10.0,8,235,10,0.0,1.0,4.0,Sales Executive,Research & Development,1,36-45,No
194,0.01532567049808429,0,7.41028883972468,9.0,7,0,8,0.004016064257028112,2.0,4.0,Sales Executive,Research & Development,1,>45,No
195,0.1839080459770115,241,9.190491803278686,8.0,0,0,7,0.0,3.0,3.0,Laboratory Technician,Research & Development,2,26-35,Yes
196,0.007662835249042145,0,7.393010477582846,8.0,2,0,3,0.01606425702811245,4.0,4.0,Research Scientist,Research & Development,1,26-35,No
197,0.0038314176245210726,0,7.402587597971415,10.0,5,0,6,0.004016064257028112,3.0,1.0,Laboratory Technician,Research & Development,1,26-35,No
198,0.0,0,6.711708214624881,10.0,1,0,5,0.28112449799196787,4.0,3.0,Sales Executive,Research & Development,1,26-35,No
199,0.18007662835249041,236,9.230231673582296,0.0,0,1,0,0.0,2.0,2.0,Sales Executive,Research & Development,2,<25,Yes
200,0.0,0,6.880860065086006,20.0,1,0,1,0.1927710843373494,1.0,3.0,Laboratory Technician,Research & Development,0,36-45,No
201,0.16475095785440613,229,9.292572463768117,10.0,7,1,8,0.0,3.0,1.0,Manufacturing Director,Research & Development,0,36-45,No
202,0.0,0,6.0161487142164,8.0,0,0,0,0.8192771084337349,3.0,1.0,Healthcare Representative,Research & Development,1,26-35,No
203,0.0,0,6.326000243664718,5.0,3,0,5,0.570281124497992,3.0,1.0,Human Resources,Research & Development,1,36-45,No
204,0.0,0,6.406121659634318,10.0,7,0,10,0.5461847389558233,4.0,4.0,Laboratory Technician,Research & Development,1,26-35,No
205,0.16475095785440613,193,8.751425846447306,1.0,0,0,1,0.0,4.0,3.0,Manufacturing Director,Sales,1,26-35,Yes
206,0.007662835249042145,0,7.389827546296297,12.0,2,0,6,0.024096385542168676,4.0,2.0,Sales Executive,Research & Development,1,36-45,No
207,0.0,0,6.196189083820663,28.0,2,0,2,0.6947791164658634,3.0,1.0,Human Resources,Research & Development,2,>45,No
208,0.06896551724137931,0,7.706279637377963,22.0,8,0,18,0.0,1.0,2.0,Research Director,Research & Development,1,36-45,No
209,0.01532567049808429,0,7.50663439372983,9.0,7,0,9,0.0,2.0,1.0,Sales Executive,Research & Development,0,36-45,No
210,0.18007662835249041,239,9.075687613843352,18.0,9,0,10,0.0,1.0,4.0,Laboratory Technician,Sales,1,>45,No
211,0.0,0,5.993242277547257,6.0,2,0,4,0.8674698795180723,3.0,4.0,Research Director,Research & Development,0,26-35,Yes
