,Unnamed: 0,Friday_Evening_Presence_Rate,Overtime_Days_8.5h,Avg_Daily_Hours,TotalWorkingYears,YearsWithCurrManager,Overtime_Days_10h,YearsAtCompany,Early_Leave_Rate,JobSatisfaction,EnvironmentSatisfaction,BusinessTravel,Age_Group,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,Department_Research & Development,Department_Sales
52,52,-0.806541705143905,-0.5851566848196422,-0.6486497261573426,-0.2929226612311601,-1.1558036444387056,-0.36322553258140355,-0.8176412277414656,0.12644713305754493,-1.5738207268511888,-1.5829404224119188,1,1.0,False,False,False,False,False,False,True,False,False,True
53,53,-0.5412635935922485,-0.5851566848196422,-0.28707411518264275,1.6364643785419395,1.9277378389095654,-0.36322553258140355,2.774116080756089,-0.5921321004464539,-1.5738207268511888,-1.5829404224119188,2,3.0,False,False,False,False,False,False,True,False,True,False
54,54,1.580961298821012,1.1052565246538772,0.6789987148833195,-1.0646774771404,-0.5951597383753837,-0.36322553258140355,-0.8176412277414656,-0.6783616084669336,1.1561711724855395,0.2521718969457474,1,1.0,False,False,False,False,False,True,False,False,False,True
55,55,-0.806541705143905,-0.5851566848196422,-0.6834310079963924,0.09295474672345977,1.0867719798145823,-0.36322553258140355,0.4884523389849179,0.1695618870677848,-0.6638234270722795,1.1697280566245805,2,1.0,False,False,False,False,True,False,False,False,True,False
56,56,1.7401281657520062,1.9713324282730262,2.451323696059739,1.2505869705873196,1.6474158858779044,3.3621601246708126,2.284330993233695,-0.6783616084669336,-1.5738207268511888,0.2521718969457474,1,2.0,False,False,False,False,False,False,True,False,False,True
57,57,-0.32904110435092243,-0.5747220353784477,-0.01060059314579092,-0.2929226612311601,0.8064500267829213,-0.36322553258140355,0.16192894730332202,-0.6783616084669336,1.1561711724855395,0.2521718969457474,2,2.0,False,False,False,False,False,True,False,False,True,False
58,58,1.634016921131343,1.9504631293906372,1.6773877096575431,1.7650901811934794,0.8064500267829213,1.2941909435022354,-0.0013327485374759176,-0.6783616084669336,0.24617387270663002,0.2521718969457474,1,3.0,False,False,False,True,False,False,False,False,True,False
59,59,-0.11681861510959632,-0.5016794892900857,0.15276312255135943,-0.0356710559280802,0.8064500267829213,-0.36322553258140355,0.16192894730332202,-0.6783616084669336,-0.6638234270722795,0.2521718969457474,1,3.0,False,False,False,False,False,True,False,False,True,False
60,60,1.634016921131343,1.9608977788318318,2.2172683630324177,-0.9360516744888601,-0.5951597383753837,3.3317488131830393,-0.49111783605986975,-0.6783616084669336,-0.6638234270722795,0.2521718969457474,1,1.0,False,False,False,False,False,True,False,False,True,False
61,61,1.634016921131343,1.908724531625859,2.0857650721116032,0.22158054937499974,1.3670939328462433,3.1340752885125136,0.9782374265073117,-0.6783616084669336,-0.6638234270722795,0.2521718969457474,1,1.0,False,False,False,False,False,True,False,False,True,False
62,62,1.4748500542003486,1.8252473360963024,1.767227413555384,-0.8074258718373201,-0.03451583231206168,1.6895379928432868,-0.3278561402190718,-0.6783616084669336,0.24617387270663002,1.1697280566245805,1,1.0,False,False,False,False,True,False,False,False,True,False
63,63,-0.806541705143905,-0.5851566848196422,-0.8161192138805572,0.22158054937499974,0.8064500267829213,-0.36322553258140355,-0.0013327485374759176,0.7300536892009037,1.1561711724855395,1.1697280566245805,1,1.0,False,False,False,False,False,False,False,False,False,True
64,64,-0.5412635935922485,-0.5851566848196422,-0.1513760338372527,-0.16429685857962018,0.8064500267829213,-0.36322553258140355,-0.0013327485374759176,-0.6639900237968537,1.1561711724855395,-1.5829404224119188,1,1.0,False,False,False,False,False,False,False,False,True,False
65,65,1.7401281657520062,1.9922017271554153,2.2581729789662623,-0.8074258718373201,-0.5951597383753837,3.3621601246708126,-0.6543795319006677,-0.6783616084669336,1.1561711724855395,-1.5829404224119188,1,1.0,False,False,False,False,False,False,True,False,True,False
66,66,-0.806541705143905,-0.5851566848196422,-1.131140638696739,-0.0356710559280802,1.3670939328462433,-0.36322553258140355,0.4884523389849179,1.908523632147462,1.1561711724855395,1.1697280566245805,1,1.0,False,False,False,False,True,False,False,False,True,False
67,67,-0.806541705143905,-0.5851566848196422,-0.8144136149516862,-0.16429685857962018,1.3670939328462433,-0.36322553258140355,0.4884523389849179,0.6581957658505038,0.24617387270663002,0.2521718969457474,2,1.0,False,False,True,False,False,False,False,False,True,False
68,68,-0.806541705143905,-0.5851566848196422,-1.2121501986011733,1.2505869705873196,-0.3148377853437227,-0.36322553258140355,2.284330993233695,2.0378678941781816,1.1561711724855395,0.2521718969457474,2,2.0,False,False,False,False,False,True,False,False,True,False
69,69,1.7401281657520062,1.981767077714221,1.6944661466084303,0.09295474672345977,-1.1558036444387056,1.2789852877583487,-0.9809029235822636,-0.6783616084669336,0.24617387270663002,1.1697280566245805,1,2.0,False,True,False,False,False,False,False,False,True,False
70,70,-0.6473748382129109,-0.5851566848196422,-0.20842861179640254,-0.2929226612311601,-0.8754816914070447,-0.36322553258140355,-0.0013327485374759176,-0.6208752697866139,1.1561711724855395,-0.6653842627330857,2,1.0,False,False,False,False,False,True,False,False,False,True
71,71,-0.806541705143905,-0.5851566848196422,-0.9005861932873457,1.2505869705873196,-0.8754816914070447,-0.36322553258140355,-0.6543795319006677,1.060600136612743,0.24617387270663002,1.1697280566245805,1,3.0,False,False,False,False,False,False,False,False,True,False
72,72,-0.806541705143905,-0.5851566848196422,-1.045592135281194,-0.2929226612311601,-1.1558036444387056,-0.36322553258140355,0.32519064314412,1.5061192613852228,0.24617387270663002,0.2521718969457474,2,2.0,False,False,False,False,True,False,False,False,True,False
73,73,1.4748500542003486,1.8148126866551078,1.205909482656419,-0.6788000691857801,-0.03451583231206168,-0.3176085653497438,-0.3278561402190718,-0.6783616084669336,-0.6638234270722795,0.2521718969457474,0,1.0,False,False,False,False,True,False,False,False,True,False
74,74,-0.806541705143905,-0.5851566848196422,-1.1960211484536372,1.1219611679357795,-0.3148377853437227,-0.36322553258140355,-0.49111783605986975,1.922895216817542,0.24617387270663002,1.1697280566245805,2,3.0,False,False,False,False,False,True,False,False,True,False
75,75,-0.806541705143905,-0.5851566848196422,-0.36073574797838037,-0.16429685857962018,-1.1558036444387056,-0.36322553258140355,-0.9809029235822636,-0.5777605157763741,-1.5738207268511888,0.2521718969457474,1,2.0,False,False,True,False,False,False,False,False,True,False
76,76,-0.806541705143905,-0.5851566848196422,-0.4482269257697963,0.09295474672345977,1.0867719798145823,-0.36322553258140355,0.4884523389849179,-0.448416253745654,1.1561711724855395,1.1697280566245805,1,3.0,False,False,False,False,False,False,True,False,False,True
77,77,1.580961298821012,1.8252473360963024,1.651459734448716,-0.6788000691857801,-0.5951597383753837,0.9140495499050706,-0.49111783605986975,-0.6783616084669336,1.1561711724855395,-0.6653842627330857,1,2.0,False,False,False,False,False,True,False,False,True,False
78,78,1.4748500542003486,1.8148126866551078,2.0720487202736253,-0.5501742665342401,0.8064500267829213,2.9059904523542146,-0.0013327485374759176,-0.6783616084669336,-1.5738207268511888,-0.6653842627330857,1,1.0,False,False,False,False,False,True,False,False,True,False
79,79,-0.806541705143905,-0.5851566848196422,-0.5923313879825005,-0.9360516744888601,-0.5951597383753837,-0.36322553258140355,-0.6543795319006677,-0.16098456034405476,1.1561711724855395,-0.6653842627330857,1,1.0,False,False,False,False,False,False,False,True,False,False
80,80,-0.4351523489715847,-0.5851566848196422,-0.08334416991387168,-0.16429685857962018,-0.5951597383753837,-0.36322553258140355,0.4884523389849179,-0.6639900237968537,0.24617387270663002,1.1697280566245805,1,1.0,False,False,False,False,False,True,False,False,True,False
81,81,-0.806541705143905,-0.5851566848196422,-1.2095549833291153,-0.4215484638827001,0.8064500267829213,-0.36322553258140355,0.16192894730332202,2.195955325549061,-0.6638234270722795,-0.6653842627330857,1,1.0,False,False,True,False,False,False,False,False,True,False
82,82,-0.806541705143905,-0.5851566848196422,-1.268211272532255,-0.4215484638827001,-0.03451583231206168,-0.36322553258140355,-0.16459444437827386,2.3827859262601008,1.1561711724855395,1.1697280566245805,1,2.0,False,False,False,False,False,False,False,False,False,True
83,83,1.580961298821012,1.8252473360963024,0.9568081859006176,0.09295474672345977,1.3670939328462433,-0.36322553258140355,0.6517140348257159,-0.6783616084669336,1.1561711724855395,0.2521718969457474,1,2.0,False,True,False,False,False,False,False,False,True,False
84,84,1.580961298821012,1.8982898821846643,2.0335445297495096,-0.0356710559280802,1.6474158858779044,2.9059904523542146,0.6517140348257159,-0.6783616084669336,1.1561711724855395,0.2521718969457474,1,1.0,False,False,True,False,False,False,False,False,True,False
85,85,1.3156831872693544,0.38526571321145237,0.5124050202090558,-0.5501742665342401,0.8064500267829213,-0.36322553258140355,-0.0013327485374759176,-0.6783616084669336,-0.6638234270722795,1.1697280566245805,1,1.0,False,False,False,False,False,False,True,False,True,False
86,86,0.09540387413172978,-0.5329834376136694,0.15762126156974923,0.7360837599811596,2.4883817449728873,-0.36322553258140355,1.4680225140297054,-0.6783616084669336,-0.6638234270722795,0.2521718969457474,1,2.0,False,False,True,False,False,False,False,False,False,True
87,87,-0.7004304605232426,-0.5851566848196422,-0.4443306757923016,-0.9360516744888601,-0.5951597383753837,-0.36322553258140355,-0.49111783605986975,-0.4771594230858142,1.1561711724855395,0.2521718969457474,1,3.0,False,False,False,True,False,False,False,False,True,False
88,88,1.634016921131343,1.908724531625859,1.4832225068393683,-0.4215484638827001,-0.5951597383753837,0.04732717250353454,-0.3278561402190718,-0.6783616084669336,-0.6638234270722795,1.1697280566245805,1,2.0,False,True,False,False,False,False,False,False,True,False
89,89,-0.11681861510959632,-0.5642873859372531,0.05189881909939135,-0.8074258718373201,-1.1558036444387056,-0.36322553258140355,-1.1441646194230615,-0.6639900237968537,0.24617387270663002,-0.6653842627330857,2,3.0,False,True,False,False,False,False,False,False,False,True
90,90,-0.806541705143905,-0.5851566848196422,-1.0569261821094773,0.6074579573296197,-1.1558036444387056,-0.36322553258140355,-0.9809029235822636,1.7216930314364223,1.1561711724855395,-1.5829404224119188,1,2.0,False,False,True,False,False,False,False,False,True,False
91,91,-0.806541705143905,-0.5851566848196422,-1.040639002366914,-0.9360516744888601,-0.5951597383753837,-0.36322553258140355,-0.49111783605986975,1.5061192613852228,0.24617387270663002,1.1697280566245805,0,1.0,True,False,False,False,False,False,False,False,False,True
92,92,1.4748500542003486,1.3974267090073251,0.8437383373492902,-0.9360516744888601,-1.1558036444387056,-0.36322553258140355,-0.6543795319006677,-0.6783616084669336,0.24617387270663002,0.2521718969457474,1,2.0,False,False,False,False,False,True,False,False,False,True
93,93,-0.010707370488933993,-0.5747220353784477,0.016106007680327158,-0.4215484638827001,0.8064500267829213,-0.36322553258140355,0.16192894730332202,-0.6783616084669336,-0.6638234270722795,0.2521718969457474,1,1.0,False,False,False,False,False,True,False,False,True,False
94,94,-0.7534860828335745,-0.5851566848196422,-0.2860072535376161,0.4788321546780797,-1.1558036444387056,-0.36322553258140355,-1.1441646194230615,-0.5921321004464539,0.24617387270663002,-1.5829404224119188,1,3.0,False,False,False,False,False,False,True,False,False,True
95,95,1.7401281657520062,1.9922017271554153,2.3111694085989516,0.22158054937499974,0.8064500267829213,3.346954468926926,-0.0013327485374759176,-0.6783616084669336,-1.5738207268511888,0.2521718969457474,1,2.0,False,False,False,True,False,False,False,False,True,False
96,96,1.6870725434416745,1.9713324282730262,2.015024635152546,-0.9360516744888601,-0.5951597383753837,3.0124300425614208,-0.8176412277414656,-0.6783616084669336,0.24617387270663002,1.1697280566245805,0,1.0,False,False,False,False,False,False,False,False,False,True
97,97,-0.806541705143905,-0.5851566848196422,-1.273274318398046,-0.4215484638827001,0.8064500267829213,-0.36322553258140355,0.16192894730332202,2.4833870189506606,0.24617387270663002,0.2521718969457474,1,1.0,False,True,False,False,False,False,False,False,False,True
98,98,-0.806541705143905,-0.5851566848196422,-1.1846443465732264,0.3502063520265397,-1.1558036444387056,-0.36322553258140355,-0.9809029235822636,2.1097258175285813,1.1561711724855395,-1.5829404224119188,1,2.0,False,True,False,False,False,False,False,False,False,True
99,99,0.8381825864763702,-0.35559439711336177,0.3229223396143289,-1.0646774771404,-0.5951597383753837,-0.36322553258140355,-0.6543795319006677,-0.6783616084669336,-0.6638234270722795,-1.5829404224119188,2,3.0,False,False,False,True,False,False,False,False,True,False
100,100,-0.6473748382129109,-0.5851566848196422,-0.29444971816327326,-0.5501742665342401,-1.1558036444387056,-0.36322553258140355,-0.9809029235822636,-0.5921321004464539,1.1561711724855395,1.1697280566245805,0,2.0,False,True,False,False,False,False,False,False,False,False
101,101,-0.806541705143905,-0.5851566848196422,-0.44452579107653445,0.6074579573296197,2.2080597919412264,-0.36322553258140355,0.9782374265073117,-0.4053014997354142,1.1561711724855395,-1.5829404224119188,2,2.0,False,False,False,False,False,True,False,False,True,False
102,102,-0.806541705143905,-0.5851566848196422,-1.0245068591842073,0.4788321546780797,-0.5951597383753837,-0.36322553258140355,-0.6543795319006677,1.5636056000655425,0.24617387270663002,1.1697280566245805,1,3.0,False,False,False,False,False,True,False,False,True,False
103,103,0.8381825864763702,-0.33472509823097263,0.31914240489814794,-0.16429685857962018,0.8064500267829213,-0.36322553258140355,-0.0013327485374759176,-0.6783616084669336,0.24617387270663002,1.1697280566245805,1,2.0,False,False,False,False,False,False,True,False,True,False
104,104,0.2545707410627238,-0.4912448398488911,0.21313009211483694,-1.0646774771404,-0.5951597383753837,-0.36322553258140355,-0.6543795319006677,-0.6783616084669336,1.1561711724855395,-1.5829404224119188,0,3.0,False,False,True,False,False,False,False,False,True,False
105,105,1.5279056765106804,1.8252473360963024,2.0954093046766245,-1.32192908244348,-1.1558036444387056,2.997224386817534,-0.9809029235822636,-0.6783616084669336,0.24617387270663002,1.1697280566245805,1,1.0,False,False,True,False,False,False,False,False,False,False
106,106,0.4137376079937181,-0.470375540966502,0.21824230079353876,0.7360837599811596,-0.3148377853437227,-0.36322553258140355,-0.3278561402190718,-0.6783616084669336,-1.5738207268511888,0.2521718969457474,1,2.0,False,False,False,False,False,True,False,False,True,False
107,107,-0.806541705143905,-0.5851566848196422,-1.1917002354759185,-0.5501742665342401,-1.1558036444387056,-0.36322553258140355,-0.9809029235822636,2.152840571538821,0.24617387270663002,0.2521718969457474,0,3.0,False,True,False,False,False,False,False,False,False,True
